GenePublicName,SequenceNameGene,SequenceNameTranscript,Db10,OP50,Ratio_Db10vsOP50,log2_Ratio_Db10vsOP50,Infection_upregulated,Infection_downregulated
pqn-83,Y39E4B.3,Y39E4B.3a,"3,14951","2,80439","1,123064",0.167440144882,,
pqn-83,Y39E4B.3,Y39E4B.3b,"2,98592","2,6498","1,126847",0.172291643881,,
pqn-83,Y39E4B.3,Y39E4B.3c,"2,85847","2,41074","1,185723",0.245767017302,,
tsp-3,Y39E4B.4,Y39E4B.4,"0,035807","0,003438","10,415523",3.380663378871,1,
Y39E4B.5,Y39E4B.5,Y39E4B.5,"0,670728","0,763789","0,878159",-0.187445916239,,
Y39E4B.6,Y39E4B.6,Y39E4B.6,"0,72971","0,765","0,953869",-0.068136948182,,
Y39E4B.7,Y39E4B.7,Y39E4B.7,"0,562623","0,492696","1,141927",0.191470426441,,
zig-8,Y39E4B.8,Y39E4B.8,"0,05044","0,046911","1,075212",0.104621144647,,
bre-2,Y39E4B.9,Y39E4B.9,"0,197072","0,061927","3,182348",1.670091607643,1,
Y39F10A.1,Y39F10A.1,Y39F10A.1,"0,08156","0,056927","1,432693",0.518729499462,,
Y39F10A.2,Y39F10A.2,Y39F10A.2,0,0,,,,
Y39F10A.3,Y39F10A.3,Y39F10A.3,0,0,,,,
Y39F10B.1,Y39F10B.1,Y39F10B.1a,"0,995962","0,958827","1,03873",0.054820699206,,
Y39F10B.1,Y39F10B.1,Y39F10B.1b.1,"1,02105","1,03893","0,98279",-0.025044916699,,
Y39F10B.1,Y39F10B.1,Y39F10B.1b.2,"1,02042","1,0382","0,982874",-0.024921613445,,
Y39F10C.1,Y39F10C.1,Y39F10C.1,0,"0,000623",0,,,
Y39G10AL.1,Y39G10AL.1,Y39G10AL.1,"0,35735","0,226951","1,574569",0.654956979942,,
cdk-7,Y39G10AL.3,Y39G10AL.3.1,"1,29555","0,913534","1,418174",0.504034551997,,
cdk-7,Y39G10AL.3,Y39G10AL.3.2,"1,29555","0,913534","1,418174",0.504034551997,,
cdk-7,Y39G10AL.3,Y39G10AL.3.3,"1,28687","0,883412","1,456704",0.542707753781,,
Y39G10AR.10,Y39G10AR.10,Y39G10AR.10.1,"0,716328","1,00822","0,710488",-0.493117812044,,
Y39G10AR.10,Y39G10AR.10,Y39G10AR.10.2,"0,717264","1,01186","0,708857",-0.496433477576,,
Y39G10AR.11,Y39G10AR.11,Y39G10AR.11.1,"0,697747","1,28735","0,542003",-0.883627257933,,
Y39G10AR.11,Y39G10AR.11,Y39G10AR.11.2,"0,702665","1,3037","0,538978",-0.891701708623,,
tpxl-1,Y39G10AR.12,Y39G10AR.12a,"1,93374","2,16567","0,892906",-0.163419790170,,
tpxl-1,Y39G10AR.12,Y39G10AR.12b.1,"1,79237","2,26288","0,792075",-0.336291052202,,
tpxl-1,Y39G10AR.12,Y39G10AR.12b.2,"2,2189","2,71983","0,815823",-0.293671914163,,
icp-1,Y39G10AR.13,Y39G10AR.13.1,"1,26766","1,26289","1,003777",0.005438794460,,
icp-1,Y39G10AR.13,Y39G10AR.13.2,"1,27836","1,30409","0,98027",-0.028748923199,,
mcm-4,Y39G10AR.14,Y39G10AR.14.1,"1,74334","1,78455","0,976907",-0.033706868441,,
mcm-4,Y39G10AR.14,Y39G10AR.14.2,"1,77028","1,7706","0,999819",-0.000261151437,,
Y39G10AR.15,Y39G10AR.15,Y39G10AR.15,"0,38718","0,327623","1,181785",0.240967592497,,
Y39G10AR.16,Y39G10AR.16,Y39G10AR.16,0,"0,002199",0,,,
Y39G10AR.17,Y39G10AR.17,Y39G10AR.17,"0,09593","0,153068","0,626716",-0.674116269424,,
Y39G10AR.18,Y39G10AR.18,Y39G10AR.18a,"0,661037","0,784075","0,843079",-0.246260270875,,
Y39G10AR.18,Y39G10AR.18,Y39G10AR.18b,"0,714106","0,935587","0,763271",-0.389732716804,,
zwl-1,Y39G10AR.2,Y39G10AR.2,"0,646593","0,711595","0,908653",-0.138198637383,,
Y39G10AR.20,Y39G10AR.20,Y39G10AR.20.1,"2,8908","11,8692","0,243555",-2.037680493967,,1
Y39G10AR.20,Y39G10AR.20,Y39G10AR.20.2,"3,75657","15,4859","0,24258",-2.043467485444,,1
Y39G10AR.21,Y39G10AR.21,Y39G10AR.21.1,"0,233345","0,333547","0,699587",-0.515424614104,,
Y39G10AR.21,Y39G10AR.21,Y39G10AR.21.2,"0,227029","0,290649","0,781111",-0.356400517364,,
srbc-64,Y39G10AR.22,Y39G10AR.22,0,0,,,,
Y39G10AR.3,Y39G10AR.3,Y39G10AR.3,"0,007708","0,010948","0,704072",-0.506205125213,,
Y39G10AR.5,Y39G10AR.5,Y39G10AR.5,"0,009637","0,045022","0,214048",-2.223993739397,,1
ugt-31,Y39G10AR.6,Y39G10AR.6,"0,101257","0,067942","1,490353",0.575654083058,,
Y39G10AR.7,Y39G10AR.7,Y39G10AR.7,"0,460325","0,590897","0,779027",-0.360254763916,,
Y39G10AR.8,Y39G10AR.8,Y39G10AR.8.1,"2,20349","2,52144","0,873901",-0.194458241819,,
Y39G10AR.8,Y39G10AR.8,Y39G10AR.8.2,"2,30804","2,66505","0,86604",-0.207494434290,,
Y39G10AR.9,Y39G10AR.9,Y39G10AR.9,"0,883014","0,936971","0,942413",-0.085568654503,,
Y39G8B.10,Y39G8B.10,Y39G8B.10,0,0,,,,
Y39G8B.1,Y39G8B.1,Y39G8B.1a,"1,2339","1,10248","1,119204",0.162473023771,,
Y39G8B.1,Y39G8B.1,Y39G8B.1b,"1,17069","1,02231","1,145142",0.195526506614,,
Y39G8B.2,Y39G8B.2,Y39G8B.2,"0,190511","0,214125","0,889719",-0.168578333323,,
sre-48,Y39G8B.3,Y39G8B.3,0,"0,001055",0,,,
sre-47,Y39G8B.4,Y39G8B.4,0,"0,000307",0,,,
Y39G8B.5,Y39G8B.5,Y39G8B.5,0,"0,000984",0,,,
Y39G8B.7,Y39G8B.7,Y39G8B.7,"0,021723","0,002663","8,1579",3.028197822601,1,
Y39G8B.9,Y39G8B.9,Y39G8B.9,"1,19684","0,606311","1,97397",0.981100064171,,
xrn-1,Y39G8C.1,Y39G8C.1,"0,425267","0,539598","0,788118",-0.343516443290,,
Y39G8C.2,Y39G8C.2,Y39G8C.2,0,0,,,,
col-87,Y39G8C.4,Y39G8C.4,"0,000194","0,000263","0,735709",-0.442792854792,,
Y39H10A.1,Y39H10A.1,Y39H10A.1,"0,012221","0,121871","0,100277",-3.317937354252,,1
Y39H10A.2,Y39H10A.2,Y39H10A.2,"0,001027","0,002735","0,375582",-1.412800172292,,1
mtm-9,Y39H10A.3,Y39H10A.3a.1,"0,403178","0,422355","0,954595",-0.067039315059,,
mtm-9,Y39H10A.3,Y39H10A.3a.2,"0,402796","0,422401","0,953587",-0.068563526834,,
mtm-9,Y39H10A.3,Y39H10A.3b,"0,356928","0,42212","0,845561",-0.242019258380,,
Y39H10A.4,Y39H10A.4,Y39H10A.4,"0,103126","0,03146","3,278014",1.712822016026,1,
Y39H10A.5,Y39H10A.5,Y39H10A.5,"0,105119","0,029499","3,563501",1.833295329220,1,
Y39H10A.6,Y39H10A.6,Y39H10A.6,"0,401586","0,450984","0,890466",-0.167367567859,,
chk-1,Y39H10A.7,Y39H10A.7a,"0,501737","0,716703","0,700063",-0.514443336119,,
chk-1,Y39H10A.7,Y39H10A.7b.1,"0,502676","0,730711","0,687927",-0.539672614736,,
chk-1,Y39H10A.7,Y39H10A.7b.2,"0,492132","0,733431","0,671",-0.575615328462,,
str-113,Y39H10B.1,Y39H10B.1,0,0,,,,
Y39H10B.2,Y39H10B.2,Y39H10B.2,"1,05268","0,262579","4,009003",2.003243497080,1,
Y40A1A.1,Y40A1A.1,Y40A1A.1,"0,002844",0,,,,
Y40A1A.2,Y40A1A.2,Y40A1A.2,0,0,,,,
Y40A1A.3,Y40A1A.3,Y40A1A.3,"0,064397","0,081189","0,793183",-0.334274337742,,
lbp-9,Y40B10A.1,Y40B10A.1a,"20,4183","66,1271","0,308774",-1.695376817833,,1
lbp-9,Y40B10A.1,Y40B10A.1b.1,"13,6351","36,5365","0,373191",-1.422013900798,,1
lbp-9,Y40B10A.1,Y40B10A.1b.2,"13,5337","32,5219","0,416141",-1.264855658986,,
Y40B10A.2,Y40B10A.2,Y40B10A.2,"0,689506","0,331962","2,077063",1.054544975648,,
srab-23,Y40B10A.3,Y40B10A.3,0,0,,,,
Y40B10A.4,Y40B10A.4,Y40B10A.4,0,0,,,,
Y40B10A.5,Y40B10A.5,Y40B10A.5,0,"0,000494",0,,,
Y40B10A.6,Y40B10A.6,Y40B10A.6,"0,110136","0,569771","0,193299",-2.371093920860,,1
Y40B10A.7,Y40B10A.7,Y40B10A.7,"0,01253","0,016377","0,76507",-0.386336341811,,
nhr-86,Y40B10A.8,Y40B10A.8,"0,53406","0,422036","1,265437",0.339635684414,,
Y40B10A.9,Y40B10A.9,Y40B10A.9,"0,226402","0,318569","0,710684",-0.492719875369,,
Y40B10B.1,Y40B10B.1,Y40B10B.1,"0,00733","0,003891","1,884029",0.913821171869,,
srj-15,Y40B10B.2,Y40B10B.2,0,0,,,,
Y40B1A.1,Y40B1A.1,Y40B1A.1,"0,073913","0,202455","0,365082",-1.453707554986,,1
Y40B1A.2,Y40B1A.2,Y40B1A.2,"0,181243","0,205895","0,880269",-0.183983632884,,
Y40B1A.3,Y40B1A.3,Y40B1A.3,"0,238469","0,144347","1,652054",0.724260844299,,
sptf-3,Y40B1A.4,Y40B1A.4,"2,19029","1,16685","1,877096",0.908502435562,,
Y40B1A.5,Y40B1A.5,Y40B1A.5,"0,714217","0,509711","1,40122",0.486683485384,,
fbxb-66,Y40B1B.3,Y40B1B.3,"0,081886","0,177051","0,462498",-1.112480967953,,
Y40B1B.5,Y40B1B.5,Y40B1B.5,"2,57891","2,06172","1,250854",0.322913407595,,
spr-5,Y40B1B.6,Y40B1B.6.1,"0,358475","0,328379","1,09165",0.126510379882,,
spr-5,Y40B1B.6,Y40B1B.6.2,"0,369291","0,354184","1,042653",0.060259101795,,
Y40B1B.7,Y40B1B.7,Y40B1B.7,"3,78186","9,35568","0,404231",-1.306748130341,,
Y40B1B.8,Y40B1B.8,Y40B1B.8.1,"0,495953","0,3669","1,351739",0.434816616298,,
Y40B1B.8,Y40B1B.8,Y40B1B.8.2,"0,498225","0,369133","1,349717",0.432656943945,,
Y40C5A.1,Y40C5A.1,Y40C5A.1.1,"0,620493","0,356952","1,738309",0.797684556918,,
Y40C5A.1,Y40C5A.1,Y40C5A.1.2,"0,581156","0,355322","1,635576",0.709798798415,,
ocr-4,Y40C5A.2,Y40C5A.2,0,"0,000232",0,,,
Y40C5A.3,Y40C5A.3,Y40C5A.3,"0,004222","0,001472","2,867679",1.519883541813,1,
Y40C5A.4,Y40C5A.4,Y40C5A.4a,"0,091322","0,099039","0,922086",-0.117026782424,,
Y40C5A.4,Y40C5A.4,Y40C5A.4b,"0,098626","0,097199","1,014681",0.021026237703,,
Y40C7B.1,Y40C7B.1,Y40C7B.1,0,0,,,,
Y40C7B.3,Y40C7B.3,Y40C7B.3,0,"0,006898",0,,,
Y40C7B.4,Y40C7B.4,Y40C7B.4,"0,33338","0,066787","4,991712",2.319534699393,1,
Y40C7B.5,Y40C7B.5,Y40C7B.5,0,0,,,,
Y40D12A.1,Y40D12A.1,Y40D12A.1a,"0,227995","0,162399","1,403919",0.489459700835,,
Y40D12A.1,Y40D12A.1,Y40D12A.1b,"0,326701","0,173061","1,887779",0.916689880025,,
Y40D12A.2,Y40D12A.2,Y40D12A.2,"1,18249","0,101081","11,69844",3.548244252532,1,
srh-40,Y40D12A.3,Y40D12A.3,0,0,,,,
ubh-3,Y40G12A.1,Y40G12A.1,"1,06995","0,945219","1,13196",0.178822978646,,
ubh-2,Y40G12A.2,Y40G12A.2,"0,755761","0,906969","0,833282",-0.263123278586,,
gar-3,Y40H4A.1,Y40H4A.1a.1,"0,059127","0,057899","1,021206",0.030273919302,,
gar-3,Y40H4A.1,Y40H4A.1a.2,"0,053175","0,047076","1,129566",0.175768569174,,
gar-3,Y40H4A.1,Y40H4A.1b.1,"0,057242","0,05428","1,054557",0.076637076540,,
gar-3,Y40H4A.1,Y40H4A.1b.2,"0,049725","0,043923","1,1321",0.179001399099,,
Y40H4A.2,Y40H4A.2,Y40H4A.2,0,"0,001989",0,,,
str-78,Y40H7A.1,Y40H7A.1,0,0,,,,
Y40H7A.10,Y40H7A.10,Y40H7A.10,"4,01776","0,464189","8,65544",3.113607160976,1,
Y40H7A.11,Y40H7A.11,Y40H7A.11,"0,378906","0,338793","1,1184",0.161436265826,,
Y40H7A.2,Y40H7A.2,Y40H7A.2,0,0,,,,
Y40H7A.3,Y40H7A.3,Y40H7A.3,0,0,,,,
Y40H7A.4,Y40H7A.4,Y40H7A.4a,0,"0,000209",0,,,
Y40H7A.4,Y40H7A.4,Y40H7A.4b,0,"0,000206",0,,,
srd-23,Y40H7A.5,Y40H7A.5,0,"0,007827",0,,,
sra-30,Y40H7A.6,Y40H7A.6,0,0,,,,
srg-51,Y40H7A.8,Y40H7A.8,0,"0,000573",0,,,
Y40H7A.9,Y40H7A.9,Y40H7A.9,0,0,,,,
Y41C4A.1,Y41C4A.1,Y41C4A.1,0,"0,000236",0,,,
elb-1,Y41C4A.10,Y41C4A.10,"1,59341","4,38141","0,363675",-1.459278340432,,1
Y41C4A.11,Y41C4A.11,Y41C4A.11,"0,165664","0,239717","0,691082",-0.533071191836,,
Y41C4A.12,Y41C4A.12,Y41C4A.12a,"0,17854","0,080285","2,223836",1.153050398353,,
Y41C4A.12,Y41C4A.12,Y41C4A.12b,"0,178584","0,080192","2,226947",1.155067223259,,
Y41C4A.13,Y41C4A.13,Y41C4A.13,"2,468","1,39423","1,770153",0.823874062456,,
mrt-2,Y41C4A.14,Y41C4A.14,"0,310498","0,283124","1,096686",0.133150516545,,
col-95,Y41C4A.16,Y41C4A.16,"15,1383","8,23722","1,837792",0.877973492661,,
Y41C4A.17,Y41C4A.17,Y41C4A.17,"0,193571","1,77092","0,109305",-3.193568698359,,1
Y41C4A.18,Y41C4A.18,Y41C4A.18,0,0,,,,
col-96,Y41C4A.19,Y41C4A.19,"0,188625","0,268069","0,703643",-0.507084445518,,
Y41C4A.2,Y41C4A.2,Y41C4A.2,"0,029386","0,039408","0,745689",-0.423354035062,,
crh-1,Y41C4A.4,Y41C4A.4a,"1,13736","0,998821","1,138703",0.187391507976,,
crh-1,Y41C4A.4,Y41C4A.4b,"1,14598","1,06394","1,07711",0.107165592826,,
crh-1,Y41C4A.4,Y41C4A.4c,"1,09833","0,980938","1,119673",0.163077455354,,
crh-1,Y41C4A.4,Y41C4A.4d,"1,27482","1,13414","1,124041",0.168694659596,,
crh-1,Y41C4A.4,Y41C4A.4e,"1,09088","0,979426","1,113795",0.155483721278,,
pqn-84,Y41C4A.5,Y41C4A.5,"0,029779","0,01671","1,782135",0.833606627799,,
Y41C4A.6,Y41C4A.6,Y41C4A.6,"0,040401","0,09688","0,417021",-1.261808059340,,
Y41C4A.7,Y41C4A.7,Y41C4A.7,0,"0,000568",0,,,
Y41C4A.8,Y41C4A.8,Y41C4A.8,"0,330375","0,201472","1,639806",0.713525144482,,
Y41C4A.9,Y41C4A.9,Y41C4A.9.1,"0,340447","0,245857","1,384736",0.469610952596,,
Y41C4A.9,Y41C4A.9,Y41C4A.9.2,"0,340698","0,237285","1,435818",0.521872889037,,
Y41C4A.9,Y41C4A.9,Y41C4A.9.3,"0,340567","0,237741","1,432513",0.518548231443,,
Y41D4A.1,Y41D4A.1,Y41D4A.1,0,"0,002983",0,,,
col-108,Y41D4A.2,Y41D4A.2,"0,000761","0,003721","0,20451",-2.289756706010,,1
Y41D4A.3,Y41D4A.3,Y41D4A.3,"0,044258","0,150065","0,294923",-1.761589757425,,1
Y41D4A.4,Y41D4A.4,Y41D4A.4.1,"1,48355","1,31125","1,131401",0.178110351235,,
Y41D4A.4,Y41D4A.4,Y41D4A.4.2,"1,43368","1,30771","1,096329",0.132680805089,,
Y41D4A.5,Y41D4A.5,Y41D4A.5,"1,43172","1,0858","1,318585",0.398990574711,,
Y41D4A.6,Y41D4A.6,Y41D4A.6,"0,235358","0,287055","0,819906",-0.286469576751,,
Y41D4A.7,Y41D4A.7,Y41D4A.7,"0,064961","0,082934","0,783288",-0.352385238485,,
Y41D4A.8,Y41D4A.8,Y41D4A.8,"0,130814","0,152782","0,856213",-0.223958354549,,
Y41D4B.1,Y41D4B.1,Y41D4B.1,"0,003889","0,014479","0,268599",-1.896474161297,,1
dsl-3,Y41D4B.10,Y41D4B.10,"0,051178","0,162277","0,315373",-1.664868942792,,1
Y41D4B.11,Y41D4B.11,Y41D4B.11,"0,780746","0,629077","1,241098",0.311617038540,,
Y41D4B.12,Y41D4B.12,Y41D4B.12a,"0,297039","0,181086","1,64032",0.713977288855,,
Y41D4B.12,Y41D4B.12,Y41D4B.12b,"0,232817","0,169535","1,373268",0.457613201990,,
ced-2,Y41D4B.13,Y41D4B.13,"1,26458","0,980192","1,290135",0.367522037463,,
Y41D4B.14,Y41D4B.14,Y41D4B.14,"0,27121","0,262174","1,034466",0.048886228632,,
Y41D4B.15,Y41D4B.15,Y41D4B.15,"0,159848","0,016122","9,914776",3.309580178673,1,
Y41D4B.16,Y41D4B.16,Y41D4B.16,"9,99203","0,55122","18,127118",4.180077666543,1,
Y41D4B.17,Y41D4B.17,Y41D4B.17,"0,383204","0,048977","7,824194",2.967942142193,1,
Y41D4B.18,Y41D4B.18,Y41D4B.18,"0,271615","0,050885","5,337873",2.416264980930,1,
npp-8,Y41D4B.19,Y41D4B.19a,"0,985579","0,766662","1,285546",0.362381234275,,
npp-8,Y41D4B.19,Y41D4B.19b,"0,93891","0,955932","0,982193",-0.025921554274,,
nhr-287,Y41D4B.20,Y41D4B.20,0,0,,,,
nhr-274,Y41D4B.21,Y41D4B.21,"0,362726","0,329598","1,10051",0.138172254621,,
Y41D4B.22,Y41D4B.22,Y41D4B.22,"0,011521","0,009858","1,168638",0.224828106530,,
Y41D4B.24,Y41D4B.24,Y41D4B.24,"0,021153","0,009272","2,281475",1.189966845073,,
nhr-146,Y41D4B.26,Y41D4B.26,"0,022668","0,05814","0,389886",-1.358875743417,,
Y41D4B.4,Y41D4B.4,Y41D4B.4,"0,558638","0,419577","1,331431",0.412977664345,,
rps-28,Y41D4B.5,Y41D4B.5.1,"396,127","1642,41","0,241186",-2.051781928598,,1
rps-28,Y41D4B.5,Y41D4B.5.2,"375,922","1557,45","0,24137",-2.050681720952,,1
Y41D4B.6,Y41D4B.6,Y41D4B.6,"0,001375","0,012406","0,110867",-3.173098089362,,1
nhr-87,Y41D4B.7,Y41D4B.7,"0,094835","0,119519","0,79347",-0.333752417094,,
nhr-92,Y41D4B.8,Y41D4B.8,"0,158033","0,122886","1,286013",0.362905226601,,
nhr-122,Y41D4B.9,Y41D4B.9,"0,278502","0,275039","1,012591",0.018051566614,,
Y41E3.10,Y41E3.10,Y41E3.10.1,"3,83932","8,64537","0,44409",-1.171076009763,,
Y41E3.10,Y41E3.10,Y41E3.10.2,"3,77165","8,50451","0,443488",-1.173033026606,,
Y41E3.11,Y41E3.11,Y41E3.11,"1,02419","1,12129","0,913403",-0.130676566745,,
srt-47,Y41E3.12,Y41E3.12,"0,002896","0,005917","0,489407",-1.030893358421,,
Y41E3.13,Y41E3.13,Y41E3.13,0,0,,,,
srt-49,Y41E3.14,Y41E3.14,0,"0,000749",0,,,
srt-48,Y41E3.15,Y41E3.15,0,0,,,,
Y41E3.16,Y41E3.16,Y41E3.16,"0,62339","0,638364","0,976543",-0.034244523360,,
Y41E3.18,Y41E3.18,Y41E3.18,0,"0,000993",0,,,
Y41E3.19,Y41E3.19,Y41E3.19,"0,007532","0,001112","6,77065",2.759294342923,1,
Y41E3.1,Y41E3.1,Y41E3.1a,"1,05347","0,888496","1,185678",0.245712263782,,
dpy-4,Y41E3.2,Y41E3.2,"5,59579","0,395108","14,162685",3.824022896253,1,
Y41E3.22,Y41E3.22,Y41E3.22,"0,170316","0,465502","0,365876",-1.450573311122,,1
Y41E3.3,Y41E3.3,Y41E3.3,"0,063851","0,034019","1,876931",0.908375614587,,
ers-1,Y41E3.4,Y41E3.4,"0,849398","1,1121","0,763778",-0.388774729978,,
Y41E3.6,Y41E3.6,Y41E3.6,"0,007941",0,,,,
Y41E3.7,Y41E3.7,Y41E3.7a,"1,79392","1,53907","1,165587",0.221056691969,,
Y41E3.7,Y41E3.7,Y41E3.7b,"1,51659","1,24575","1,217411",0.283816306557,,
Y41E3.7,Y41E3.7,Y41E3.7c.1,"1,79392","1,53907","1,165587",0.221056691969,,
Y41E3.7,Y41E3.7,Y41E3.7c.2,"1,87063","1,55207","1,205248",0.269330035714,,
Y41E3.8,Y41E3.8,Y41E3.8,"1,50933","1,95082","0,77369",-0.370172467858,,
fcd-2,Y41E3.9,Y41E3.9,"0,157654","0,175529","0,898165",-0.154947591107,,
osm-5,Y41G9A.1,Y41G9A.1,"0,022431","0,022698","0,988215",-0.017103140436,,
Y41G9A.10,Y41G9A.10,Y41G9A.10,"0,29593","0,596969","0,495721",-1.012399718560,,
Y41G9A.2,Y41G9A.2,Y41G9A.2,0,"0,000527",0,,,
Y41G9A.3,Y41G9A.3,Y41G9A.3,"0,034683","0,02862","1,211854",0.277215898346,,
Y41G9A.4,Y41G9A.4,Y41G9A.4a,"0,054368","0,034912","1,557308",0.639054304808,,
Y41G9A.4,Y41G9A.4,Y41G9A.4b,"0,063493","0,031204","2,034791",1.024880618202,,
Y41G9A.5,Y41G9A.5,Y41G9A.5,"0,306066","0,095373","3,209164",1.682197518489,1,
Y41G9A.6,Y41G9A.6,Y41G9A.6,0,"0,002038",0,,,
Y42A5A.1,Y42A5A.1,Y42A5A.1,"0,016519","0,017097","0,966182",-0.049633119319,,
Y42A5A.2,Y42A5A.2,Y42A5A.2,"0,063139","0,021539","2,93134",1.551560312915,1,
Y42A5A.3,Y42A5A.3,Y42A5A.3,"0,161257","0,082772","1,948202",0.962143271511,,
Y42A5A.4,Y42A5A.4,Y42A5A.4,"0,010955","0,009453","1,158939",0.212804633028,,
Y42A5A.5,Y42A5A.5,Y42A5A.5,"0,349067","0,258738","1,349114",0.432012261026,,
Y42G9A.1,Y42G9A.1,Y42G9A.1,"0,236576","0,135384","1,747444",0.805246222572,,
Y42G9A.2,Y42G9A.2,Y42G9A.2,"0,794572","0,639798","1,241911",0.312561788325,,
Y42G9A.3,Y42G9A.3,Y42G9A.3a,"0,218928","0,268519","0,815317",-0.294566998232,,
Y42G9A.3,Y42G9A.3,Y42G9A.3b,"0,182064","0,212714","0,85591",-0.224468991462,,
Y42G9A.4,Y42G9A.4,Y42G9A.4a,"1,33118","1,18434","1,123985",0.168622782383,,
Y42G9A.4,Y42G9A.4,Y42G9A.4b.1,"1,0606","0,848608","1,249811",0.321709942904,,
Y42G9A.4,Y42G9A.4,Y42G9A.4b.2,"1,07505","0,858409","1,252375",0.324666614694,,
Y42G9A.4,Y42G9A.4,Y42G9A.4c.1,"1,25874","1,07757","1,168128",0.224198369121,,
Y42G9A.4,Y42G9A.4,Y42G9A.4c.2,"1,17457","1,00387","1,170042",0.226560317932,,
Y42G9A.4,Y42G9A.4,Y42G9A.4c.3,"1,36088","1,0961","1,241566",0.312160955306,,
Y42G9A.4,Y42G9A.4,Y42G9A.4d,"1,25874","1,07757","1,168128",0.224198369121,,
Y42G9A.6,Y42G9A.6,Y42G9A.6a,"0,318576","0,281998","1,12971",0.175952475953,,
Y42G9A.6,Y42G9A.6,Y42G9A.6b.1,"0,318262","0,281817","1,129322",0.175456895827,,
Y42G9A.6,Y42G9A.6,Y42G9A.6b.2,"0,305594","0,270992","1,127686",0.173365410551,,
Y42G9A.6,Y42G9A.6,Y42G9A.6b.3,"0,326807","0,280254","1,16611",0.221703885425,,
Y42H9AR.1,Y42H9AR.1,Y42H9AR.1.1,"1,78722","1,36994","1,304597",0.383604216073,,
Y42H9AR.1,Y42H9AR.1,Y42H9AR.1.2,"1,74752","1,33973","1,304382",0.383366437666,,
Y42H9AR.1,Y42H9AR.1,Y42H9AR.1.3,"1,72648","1,21953","1,415693",0.501508443813,,
Y42H9AR.2,Y42H9AR.2,Y42H9AR.2,0,"0,002831",0,,,
rabs-5,Y42H9AR.3,Y42H9AR.3,"0,270862","0,142536","1,900306",0.926231749681,,
Y42H9AR.4,Y42H9AR.4,Y42H9AR.4,"0,509424","0,372079","1,369129",0.453258384428,,
Y42H9AR.5,Y42H9AR.5,Y42H9AR.5,"0,14975","0,106446","1,406817",0.492434673732,,
col-115,Y42H9B.1,Y42H9B.1,"0,13886","0,022413","6,195539",2.631229799525,1,
rig-4,Y42H9B.2,Y42H9B.2,"0,710768","0,550107","1,292054",0.369666367171,,
Y42H9B.3,Y42H9B.3,Y42H9B.3,"2,30276","0,981255","2,34675",1.230664159300,,
Y43B11AL.1,Y43B11AL.1,Y43B11AL.1,"0,052583","0,054622","0,962662",-0.054898752187,,
srx-50,Y43B11AL.2,Y43B11AL.2a.1,0,0,,,,
srx-50,Y43B11AL.2,Y43B11AL.2a.2,0,0,,,,
srx-50,Y43B11AL.2,Y43B11AL.2b,0,0,,,,
Y43B11AR.1,Y43B11AR.1,Y43B11AR.1,"11,0236","7,25828","1,518762",0.602895807745,,
srg-50,Y43B11AR.2,Y43B11AR.2,0,0,,,,
Y43B11AR.3,Y43B11AR.3,Y43B11AR.3,"0,13445","0,155701","0,863514",-0.211708526784,,
rps-4,Y43B11AR.4,Y43B11AR.4.1,"65,3354","65,9723","0,990346",-0.013995443154,,
rps-4,Y43B11AR.4,Y43B11AR.4.2,"67,1607","65,7581","1,02133",0.030449087999,,
srg-48,Y43B11AR.5,Y43B11AR.5,0,"0,0011",0,,,
nspd-7,Y43C5A.1,Y43C5A.1,"0,258017","0,264218","0,976531",-0.034262251660,,
Y43C5A.2,Y43C5A.2,Y43C5A.2,"8,79942","1,03581","8,495207",3.086649101528,1,
Y43C5A.3,Y43C5A.3,Y43C5A.3,"0,954489","1,32402","0,720902",-0.472124943221,,
Y43C5A.4,Y43C5A.4,Y43C5A.4,0,0,,,,
thk-1,Y43C5A.5,Y43C5A.5,"1,24203","1,2141","1,023005",0.032813196361,,
rad-51,Y43C5A.6,Y43C5A.6a,"1,03679","1,0135","1,02298",0.032777939626,,
rad-51,Y43C5A.6,Y43C5A.6b,"1,02983","0,98422","1,046341",0.065353099038,,
Y43C5A.7,Y43C5A.7,Y43C5A.7,"0,177545","0,27108","0,654954",-0.610534510836,,
Y43C5B.2,Y43C5B.2,Y43C5B.2,0,0,,,,
Y43C5B.3,Y43C5B.3,Y43C5B.3,"0,007657","0,003849","1,989457",0.992374717048,,
Y43D4A.1,Y43D4A.1,Y43D4A.1,0,0,,,,
Y43D4A.2,Y43D4A.2,Y43D4A.2,0,0,,,,
Y43D4A.3,Y43D4A.3,Y43D4A.3a,nan,nan,,,,
Y43D4A.3,Y43D4A.3,Y43D4A.3b,nan,nan,,,,
Y43D4A.4,Y43D4A.4,Y43D4A.4a,nan,nan,,,,
Y43D4A.4,Y43D4A.4,Y43D4A.4b,nan,nan,,,,
Y43D4A.5,Y43D4A.5,Y43D4A.5,"0,000728","0,000867","0,839465",-0.252457919075,,
Y43D4A.6,Y43D4A.6,Y43D4A.6,"0,004867","0,00113","4,309141",2.107400305845,1,
cyb-2.1,Y43E12A.1,Y43E12A.1,"0,278197","0,320974","0,866728",-0.206348782662,,
Y43E12A.2,Y43E12A.2,Y43E12A.2,"0,777605","0,491518","1,582048",0.661793372448,,
Y43E12A.3,Y43E12A.3,Y43E12A.3,"0,074782","0,025483","2,934549",1.553138797898,1,
