#Table S9 from A validated gene regulatory network and GWAS identifies early regulators of T cell–associated diseases
# Contains all known SNPs at time of publication,,,,,
Link,Disease_Trait,Mapped_gene,Upstream_gene_id (Entrez),Downstream_gene_id (Entrez),p_Value
http://www.ncbi.nlm.nih.gov/pubmed/17658951?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Obesity-related traits,FTO,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/17658951?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Obesity-related traits,FTO,,,9.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,C20orf85,100616353,100463288,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PMS2L3,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,MNDA,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,MRPL48,5870,51642,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PMS1,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,WDR11,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,OSMR,,,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,TUBD1,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PRSS55,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,TRUB2,601,100422381,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,RSBN1L,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,MOV10L1,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,KCNIP4-IT1,100270987,166647,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,MLN,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,CCDC13,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,CCDC13,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,COQ4,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,RSL24D1P4,391183,9859,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,MBOAT7,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,SLC35A1,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,SLC35A1,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,AGPAT9,84803,4825,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,WISP2,8839,60598,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,CWC27,10283,100420512,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,LOC642791,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,FAM180A,389558,767558,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,LOC401497,100126316,441391,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,LGSN,202559,642489,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PCBD1,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,KIAA1530,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,OR10J1,26476,127385,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,GPSM3,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,CUTC,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,CD93,22918,200261,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,ITGB7,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,FCER1A,,,1.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,CCR2,,,7.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,TPGS2,80206,25941,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PKP4,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,HMG1L1,10357,140690,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,LOC401864,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,SCG5,,,5.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,GTF2E1,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,KIAA0020,7436,169522,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PECI,10455,442153,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,RABL3,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,APOA5,84811,8882,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,LOC342346,,,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,MAGI3,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,ALKBH5,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,APOA5,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,DCDC2C,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,C9orf3,2203,100313780,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,LOC728730,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,UBXN2A,100271060,165324,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,FOXE1,392371,2304,1.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,CELF2,207107,254312,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,METTL10,9679,399818,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,HPS1,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,SHISA6,100132722,388336,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,EEF1A1P22,388122,645693,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PNRC2,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,AIM2,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,NDUFB8P2,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,COQ4,601,100422381,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,CCBP2,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,HIGD1A,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,RARS2,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,RARS2,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,RIMS4,8839,60598,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,OR10J5,,,1.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,ECI2,10455,442153,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PHTF1,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,RNFT1,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,HIGD1A,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,FAM198A,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,OR10J1,,,1.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,RSBN1,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,FAM198A,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,PTPN22,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,SNRK,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,SYT6,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23251661,Obesity-related traits,OLFML3,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22889921,Obsessive-compulsive disorder,FAIM2,23017,359,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22889921,Obsessive-compulsive disorder,GRIK2,2898,100129694,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22889921,Obsessive-compulsive disorder,DACH1,100271351,100873859,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22889921,Obsessive-compulsive disorder,AQP2,23017,359,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22889921,Obsessive-compulsive disorder,HACE1,2898,100129694,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22889921,Obsessive-compulsive disorder,MZT1,100271351,100873859,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23183491,Opioid sensitivity,METTL21A,151194,648343,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23183491,Opioid sensitivity,FAM119A,151194,648343,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21307088,Optic disc parameters,CARD10,29775,11135,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/21307088,Optic disc parameters,CDC7,100130802,7049,8.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/21307088,Optic disc parameters,ATOH7,,,2.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/20548946,Optic disc parameters,ATOH7,220202,100128041,3.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/20548946,Optic disc parameters,CDC7,100130802,7049,3.00E-28
http://www.ncbi.nlm.nih.gov/pubmed/20548946,Optic disc parameters,SALL1,57004,388276,5.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21307088,Optic disc parameters,TGFBR3,100130802,7049,8.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/20548946,Optic disc parameters,PBLD,220202,100128041,3.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/20548946,Optic disc parameters,TGFBR3,100130802,7049,3.00E-28
http://www.ncbi.nlm.nih.gov/pubmed/22503698,Oral cancers (chewing tobacco related),NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,IRF6,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,100302281,100500839,5.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,4.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,9241,339210,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,140895,9935,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,PAX7,,,7.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,THADA,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,EPHA3,2042,5628,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,6661,138009,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,SPRY2,54602,10253,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,TPM1,406965,7168,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,IRF6,,,5.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,100302281,100500839,1.00E-26
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,6.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,SPRY2,54602,10253,9.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,100302281,100500839,2.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,4613,81553,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,26585,342184,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,3174,137290,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,64089,389674,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,100270961,100422959,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,2042,5628,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22863734,Orofacial clefts,NR,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,GRM7,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,FHIT,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,Intergenic,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,LRRC7,171416,5301,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,NR,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,SPATA13,387911,100128337,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,LRRC7,171416,5301,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,Intergenic,246714,57608,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,Intergenic,4288,4255,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,SH3BP4,,,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,RASGRF2,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,NR,100507127,57713,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,TXNDC16,,,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,ATXN3,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,Intergenic,79922,3975,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,BMP6,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22419666,Orofacial clefts,NR,81336,390174,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20023658,Orofacial clefts,NOG,9241,339210,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20023658,Orofacial clefts,KIAA1598,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20023658,Orofacial clefts,THADA,,,9.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20023658,Orofacial clefts,SPRY2,54602,10253,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20023658,Orofacial clefts,FMN1,26585,342184,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20023658,Orofacial clefts,NOG,162282,100271521,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19656524?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Orofacial clefts,Intergenic,100302281,100500839,9.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19656524?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Orofacial clefts,Intergenic,342808,147381,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19270707?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Orofacial clefts,PVT1,100302281,100500839,3.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/19270707?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Orofacial clefts,IRF6,3664,27042,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20023658,Orofacial clefts,VAX1,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20023658,Orofacial clefts,GREM1,26585,342184,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19270707?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Orofacial clefts,GSDMC,100302281,100500839,3.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/22763110,Osteoarthritis,NR,100422371,643136,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22763110,Osteoarthritis,GNL3,,,5.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22763110,Osteoarthritis,SUPT3H,100616352,100422452,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22763110,Osteoarthritis,FTO,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22566624,Osteoarthritis,DOT1L,,,1.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/21871595,Osteoarthritis,MCF2L,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21177295,Osteoarthritis,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/21068099,Osteoarthritis,DUS4L,,,6.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20112360?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Osteoarthritis,COG5,,,8.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19508968,Osteoarthritis,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/22763110,Osteoarthritis,GLT8D1,,,5.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22763110,Osteoarthritis,CDC5L,100616352,100422452,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/18594024?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Osteonecrosis of the jaw,CYP2C8,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23349225,Osteoporosis,MECOM,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21573128,Osteoporosis,LOC348751,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20548944,Osteoporosis,RAP1A,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20548944,Osteoporosis,TBC1D8,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20548944,Osteoporosis,OSBPL1A,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20548944,Osteoporosis,LRRC4C,100129670,57689,9.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20548944,Osteoporosis,SPP2,6694,100271083,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20548944,Osteoporosis,TNFRSF11B,4982,10584,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20548944,Osteoporosis,DOK6,,,9.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20072603?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=2,Osteoporosis,ALDH7A1,,,2.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21573128,Osteoporosis,FONG,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23727862,Osteosarcoma,GRM4,,,8.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23727862,Osteosarcoma,AJ412031,100130718,220107,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23727862,Osteosarcoma,C10orf18,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23727862,Osteosarcoma,Intergenic,6664,400941,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23727862,Osteosarcoma,ADAMTS17,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23727862,Osteosarcoma,ADAMTS6,,,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23727862,Osteosarcoma,GDI2,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23133572,Otitis media,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/19230858?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Otosclerosis,RELN,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,54796,100271197,4.00E-29
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,54796,100271197,4.00E-32
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,MYC,100302281,100500839,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,100302281,100500839,1.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,,,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,,,2.00E-29
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,,,2.00E-34
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,,,3.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NR,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,CHMP4C,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,CHMP4C,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,MLLT10,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,MLLT10,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,HNF1B,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22794196,Ovarian cancer,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/21964575,Ovarian cancer,BRIP1,,,6.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/20852633,Ovarian cancer,C19orf62,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20852633,Ovarian cancer,ANKLE1,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,HOXD1,,,5.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,TIPARP,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,MYC,100302281,100500839,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,SKAP1,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,NR,54361,100616433,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,NR,338645,554234,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,NR,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19648919?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Ovarian cancer,BNC2,54796,100271197,5.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,FABP5,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,FABP5,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NEBL,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,NEBL,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,ACACA,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/20852633,Ovarian cancer,MERIT40,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,HOXD3,,,5.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/20852632,Ovarian cancer,THEM75,100302281,100500839,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/19648919?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Ovarian cancer,LOC648570,54796,100271197,5.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,PMP2,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,PMP2,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,C10orf113,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,C10orf113,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,C17orf78,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/19648919?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Ovarian cancer,CNTLN,54796,100271197,5.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,FABP4,,,6.00E-09
